# Additional sources to be added to the final parent catalog based on VI.
#
OBJNAME,SREGION,RA,DEC,DIAM_LIT,PA_LIT,BA_LIT,MAG_LIT,COMMENT
LCRS B235924.7-392006,dr11-south,0.49279166,-39.05641666,0.6,0.0,1.0,13.548,Dropped after vicuts
LCRS B235832.7-392414,dr11-south,0.27670833,-39.12533333,0.6,0.0,1.0,13.478,Dropped after vicuts
LCRS B235836.0-392347,dr11-south,0.29070833,-39.11766666,0.6,0.0,1.0,13.449,Dropped after vicuts
WISEA J000130.03-571236.0,dr11-south,0.37520833,-57.21005555,0.6,0.0,1.0,13.521,Dropped after vicuts
GALEXASC J000026.66-722728.9,dr11-south,0.11202,-72.457809,0.7,0.0,1.0,18.0,Faint
WISEA J000117.14+261955.2,dr11-south,0.321452,26.332003,0.7,0.0,1.0,18.0,Faint
WISEA J000137.58+280447.4,dr11-south,0.406613,28.07986,0.7,0.0,1.0,18.0,Faint
WISEA J000141.52-475153.6,dr11-south,0.42308333,-47.86488888,0.7,120.0,0.72,12.944,Dropped after vicuts
WISEA J000231.79+164217.6,dr11-south,0.6329,16.7047,0.7,0.0,1.0,18.0,Faint
WISEA J000239.64-295758.3,dr11-south,0.6651,-29.966,0.7,30.0,0.8,12.828,Dropped after vicuts
WISEA J000307.73-355530.3,dr11-south,0.782218,-35.925099,0.7,45.0,0.2,18.0,Added from NED
GALEXASC J000307.00-355629.0,dr11-south,0.7795416666,-35.94122222,0.7,0.0,1.0,16.97,Dropped after vicuts
WISEA J000307.05-355428.6,dr11-south,0.7793333,-35.907972,0.7,85.0,0.86,13.212,Dropped after vicuts
WISEA J000321.32-355621.9,dr11-south,0.8388333,-35.939472,0.7,160.0,0.88,12.245,Dropped after vicuts
WISEA J000307.18+034100.5,dr11-south,0.779956,3.683482,0.7,0.0,1.0,18.0,Faint
WINGS J000244.01-355544.7,dr11-south,0.683416666,-35.929111,0.7,0.0,1.0,16.2,Dropped after vicuts
LCRS B235809.1-394254,dr11-south,0.178791666,-39.436194444,0.7,0.0,1.0,13.283,Dropped after vicuts
LCRS B235838.6-393036,dr11-south,0.301374999,-39.231444444,0.7,80.0,0.82,13.737,Dropped after vicuts
LCRS B235933.9-384855,dr11-south,0.531041666,-38.536472222,1.4,175.0,0.88,13.167,Dropped after vicuts
GALEXASC J000326.00-355322.2,dr11-south,0.85858333,-35.8896111,0.7,0.0,1.0,16.2,Dropped after vicuts
WISEA J000325.04-485729.6,dr11-south,0.85425,-48.95825,1.0,70.0,0.9,12.24,Dropped after vicuts
WISEA J000223.44-820820.1,dr11-south,0.59791,-82.13888,1.0,10.0,0.86,12.485,Dropped after vicuts
WISEA J000356.93-530106.0,dr11-south,0.9871666666,-53.0183333,1.0,90.0,1.0,13.471,Dropped after vicuts
WISEA J000402.61-530152.2,dr11-south,1.0111249999,-53.0310277,1.0,100.0,0.84,13.182,Dropped after vicuts
WISEA J000152.87-504309.8,dr11-south,0.47033333,-50.7193611,1.0,30.0,0.72,13.298,Dropped after vicuts
WISEA J000308.67-485305.7,dr11-south,0.78608333,-48.8849166,1.0,135.0,0.84,12.961,Dropped after vicuts
WISEA J000346.37-482939.8,dr11-south,0.94329166,-48.4943888,0.6,0.0,1.0,13.963,Dropped after vicuts
WISEA J000114.72-474850.6,dr11-south,0.31133333,-47.8140833,0.7,0.0,1.0,13.715,Dropped after vicuts
WISEA J000105.37-474849.7,dr11-south,0.27249999,-47.8137777,0.7,80.0,0.68,12.833,Dropped after vicuts
WISEA J000156.90-461535.1,dr11-south,0.48716666,-46.2597222,0.7,0.0,1.0,13.444,Dropped after vicuts
WISEA J000131.34-435312.1,dr11-south,0.380666666,-43.88666666,0.7,0.0,1.0,13.677,Dropped after vicuts
WISEA J000136.08-435138.6,dr11-south,0.400583333,-43.86088888,0.7,0.0,0.7037,18.49,Dropped after vicuts
WISEA J000207.74-435055.3,dr11-south,0.532458333,-43.84886111,0.7,0.0,1.0,19.07,Dropped after vicuts
WISEA J000318.65-434957.7,dr11-south,0.827541666,-43.83269444,0.7,20.0,0.78,13.171,Dropped after vicuts
WISEA J000037.95-374555.7,dr11-south,0.158166666,-37.76541666,0.7,30.0,0.56,13.004,Dropped after vicuts
WISEA J000328.40-344517.6,dr11-south,0.8683333,-34.7548611,1.0,15.0,0.74,12.658,Dropped after vicuts
WISEA J000320.57-342701.4,dr11-south,0.83575,-34.450361111,1.0,35.0,0.7,13.186,Dropped after vicuts
WISEA J000058.11-250051.8,dr11-south,0.2422083,-25.0146388,0.6,0.0,1.0,18.06,Dropped after vicuts
PGC1015177,dr11-south,0.5814,-7.6681,1.0,0.0,1.0,18.0,VI-added
PGC1217772,dr11-south,0.8115,2.1562,1.0,0.0,1.0,18.0,VI-added
PGC1345535,dr11-south,0.6218,8.3693,0.7,0.0,1.0,18.0,VI-added
WISEA J000216.06+194047.7,dr11-south,0.566708333,19.67991666,0.7,80.0,0.78,13.433,Dropped after vicuts
PGC1807476,dr11-south,0.39,27.4002,1.0,0.0,0.7,18.0,VI-added
WISEA J000041.56+273904.1,dr11-south,0.1731666666,27.651166666,1.0,135.0,0.88,12.817,Dropped after vicuts
WISEA J000054.60+274522.4,dr11-south,0.2274999999,27.756194444,1.0,65.0,0.88,13.143,Dropped after vicuts
WISEA J000242.74-343934.8,dr11-south,0.678083333,-34.65972222,1.0,30.0,0.86,13.098,Dropped after vicuts
MRSS 349-061481,dr11-south,0.85,-34.609027777,0.7,0.0,1.0,16.1,Dropped after vicuts
FAIRALL 1203,dr11-south,0.441916666,-76.95397222,1.0,110.0,0.58,12.195,Dropped after vicuts
WISEA J000213.65-030920.3,dr11-south,0.5569583333,-3.155472222,1.0,0.0,1.0,18.59,Dropped after vicuts
WISEA J000153.47-360509.7,dr11-south,0.472708333,-36.086,0.6,0.0,1.0,13.975,Dropped after vicuts
WISEA J000348.29-355900.1,dr11-south,0.951249999,-35.9833888,0.6,0.0,1.0,16.7,Dropped after vicuts
SDSS J172724.95+583400.5,dr9-north,261.853985,58.566814,0.5,0.0,1.0,18.0,VI-added
CGCG 300-073,dr9-north,267.08958333333334,58.49486111111111,0.7,10.0,0.64,12.697,Dropped after vicuts
WISEA J180638.81+575831.7,dr9-north,271.6616666666667,57.97566666666667,1.0,45.0,0.74,12.261,Dropped after vicuts
WISEA J170741.49+565810.9,dr9-north,256.922543,56.970027,0.5,0.0,1.0,18.0,VI-added
SDSS J084132.81+522920.8,dr9-north,130.38675,52.48913888888889,0.7,129.0,0.947,21.9,Dropped after vicuts
WISEA J151721.73-004256.3,dr11-south,229.34049999999996,-0.7155277777777778,1.2,60.0,0.86,12.825,Dropped after vicuts
WISEA J151724.12-004417.4,dr11-south,229.35066666666663,-0.7381666666666666,0.6,155.0,0.86,12.973,Dropped after vicuts
WISEA J151511.46-003251.6,dr11-south,228.79774999999998,-0.5476666666666666,0.7,75.0,0.78,12.462,Dropped after vicuts
WISEA J210404.62-412230.3,dr11-south,316.01962499999996,-41.37486111111111,0.7,40.0,0.62,13.077,Dropped after vicuts
WISEA J210425.25-412006.3,dr11-south,316.1052083333333,-41.33513888888889,0.7,0.0,1.0,13.613,Dropped after vicuts
WISEA J140358.87+154409.6,dr11-south,210.99533333333332,15.735999999999999,1.0,120.0,0.7,13.426,Dropped after vicuts
WISEA J140402.93+154329.2,dr11-south,211.01229166666664,15.724694444444445,1.0,130.0,0.7,13.823,Dropped after vicuts
WISEA J154009.43-031518.9,dr11-south,235.03933333333327,-3.2552222222222222,0.7,0.0,1.0,12.965,Dropped after vicuts
WISEA J203054.69-353400.1,dr11-south,307.72774999999996,-35.56638888888889,0.8,160.0,0.82,13.0,Dropped after vicuts
WISEA J203051.64-353455.9,dr11-south,307.7153333333333,-35.58216666666667,0.7,35.0,0.76,13.264,Dropped after vicuts
WISEA J204153.05-351457.1,dr11-south,310.4712916666666,-35.24916666666667,0.6,175.0,0.84,13.019,Dropped after vicuts
WISEA J170219.14-005846.2,dr11-south,255.57975,-0.9796944444444,0.7,20.0,0.74,12.502,Dropped after vicuts
WISEA J170625.51-013220.9,dr11-south,256.6063333333333,-1.539222222222222,1.0,150.0,0.9,12.436,Dropped after vicuts
WISEA J170623.69-013151.7,dr11-south,256.59879166666667,-1.5308888888888887,1.0,150.0,0.9,13.305,Dropped after vicuts
WISEA J171512.24+030941.5,dr11-south,258.8005833333333,3.1618055555555555,1.0,20.0,0.7,12.614,Dropped after vicuts
WISEA J154019.01+175123.3,dr11-south,235.0792083333333,17.8565,1.2,60.0,0.78,12.315,Dropped after vicuts
WISEA J033021.69-140413.4,dr11-south,52.590387,-14.070417,0.5,0.0,1.0,16.0,VI-added
AM 2247-515,dr11-south,342.63945833333327,-51.620222222222225,0.7,35.0,0.62,12.426,Dropped after vicuts
WISEA J104222.13-285206.2,dr11-south,160.59199999999996,-28.868277777777777,1.3,45.0,0.58,12.824,Dropped after vicuts
WISEA J013442.67-473610.1,dr11-south,23.677708333333328,-47.60277777777778,0.5,135.0,0.88,13.207,Dropped after vicuts
WISEA J065728.28-332722.0,dr11-south,104.367835,-33.456124,0.5,0.0,1.0,16.0,VI-added
2MASX J12175333+0341403,dr11-south,184.4723333333333,3.6945833333333336,0.8,20.0,0.7,12.102,Dropped after vicuts
WISEA J050629.79-281129.6,dr11-south,76.62412499999999,-28.19161111111111,0.7,35.0,0.76,12.001,Dropped after vicuts
2MASX J22321799-3111385,dr11-south,338.0749583333333,-31.194055555555554,0.9,70.0,0.66,12.386,Dropped after vicuts
HIPASS J1011-42,dr11-south,153.01916666666665,-42.042833333333334,0.8,0.0,1.0,18.0,Dropped after nocuts
WISEA J034034.57-284029.6,dr11-south,55.14404166666666,-28.674972222222223,0.5,15.0,0.78,13.416,Dropped after vicuts
WISEA J001318.90-605059.8,dr11-south,3.32875,-60.85,0.4,50.0,0.62,13.558,Dropped after vicuts
WISEA J043207.94-172956.0,dr11-south,68.03308333333332,-17.49886111111111,0.7,10.0,0.76,13.13,Dropped after vicuts
WISEA J135907.58+275624.7,dr11-south,209.78162499999996,27.940166666666666,0.6,5.0,0.76,12.836,Dropped after vicuts
WISEA J120051.75+031856.0,dr11-south,180.21562499999996,3.3155555555555556,0.7,100.0,0.82,12.871,Dropped after vicuts
LCRS B033913.0-390030,dr11-south,55.26125,-38.84908333333333,0.4,90.0,1.0,14.026,Dropped after vicuts
WISEA J004959.57-212948.2,dr11-south,12.498291666666665,-21.49688888888889,0.5,155.0,0.78,13.085,Dropped after vicuts
WISEA J004952.20-213044.6,dr11-south,12.468041666666664,-21.51238888888889,0.6,90.0,0.52,12.943,Dropped after vicuts
WISEA J201311.31-532930.8,dr11-south,303.2971666666666,-53.49191666666667,0.5,95.0,0.54,12.736,Dropped after vicuts
WISEA J013117.56+003019.1,dr11-south,22.823124999999997,0.5054166666666666,0.7,65.0,0.82,12.558,Dropped after vicuts
2MASX J10211328+1837320,dr11-south,155.3054583333333,18.625583333333335,0.5,10.0,0.8,13.203,Dropped after vicuts
WISEA J092404.58+140802.0,dr11-south,141.01908333333333,14.133888888888889,0.6,170.0,0.8,12.85,Dropped after vicuts
2MASX J09241539+1407417,dr11-south,141.06416666666667,14.128305555555556,0.6,40.0,0.84,13.221,Dropped after vicuts
WISEA J110539.45-013142.0,dr11-south,166.41437499999998,-1.5283055555555556,0.6,5.0,0.94,13.101,Dropped after vicuts
LCRS B031654.4-442148,dr11-south,49.66145833333333,-44.18297222222222,0.5,150.0,0.84,13.228,Dropped after vicuts
WISEA J031843.65-441326.9,dr11-south,49.68187499999999,-44.224111111111114,0.5,90.0,1.0,13.916,Dropped after vicuts
LCRS B234728.2-385325,dr11-south,357.5204999999999,-38.61238888888889,0.4,90.0,1.0,13.801,Dropped after vicuts
UGC10599,dr9-north,253.46758087589976,39.760170018408765,2.802,159.51,0.759,13.434,SGA2020 nocuts missing
PGC027865,dr9-north,146.0314790703815,42.43050006056589,1.126,90.887,0.698,15.941,SGA2020 nocuts missing
PGC2149907,dr9-north,120.90553825468672,39.44253401950555,1.069,136.445,0.619,16.128,SGA2020 nocuts missing
PGC025071,dr9-north,133.92112145673966,57.5730127776348,1.034,163.175,0.314,16.026,SGA2020 nocuts missing
PGC087423,dr9-north,130.93744901648333,35.828383352498584,1.02,125.29,0.655,15.639,SGA2020 nocuts missing
PGC2668800,dr9-north,282.69126720456495,64.50713172916625,1.013,123.14,0.742,16.02,SGA2020 nocuts missing
IC1090,dr9-north,225.94081776925864,42.69966614910088,0.974,62.885,0.815,15.112,SGA2020 nocuts missing
PGC021677,dr9-north,116.07745703642432,64.78210003498108,0.952,116.418,0.264,16.88,SGA2020 nocuts missing
PGC054784,dr11-south,230.3117661867023,30.757020403519167,0.914,123.111,0.339,17.597,SGA2020 nocuts missing
PGC2663837,dr9-north,259.0274499634143,64.04552153459804,0.865,66.077,0.689,16.56,SGA2020 nocuts missing
2MASXJ16543580+3302509,dr9-north,253.64933256563552,33.047611176165354,0.863,127.5,0.665,16.486,SGA2020 nocuts missing
PGC2800965,dr9-north,163.6731044691066,47.45192517250022,0.86,84.857,0.642,15.389,SGA2020 nocuts missing
PGC2033048,,176.25736879358345,33.485582952431955,0.847,53.144,0.491,17.677,SGA2020 nocuts missing
PGC2010601,,259.6057314419792,32.745631798209736,0.803,41.657,0.73,16.84,SGA2020 nocuts missing
SDSSJ145910.15+434907.5,dr9-north,224.79261268668537,43.81886948476582,0.793,69.62,0.359,17.956,SGA2020 nocuts missing
SDSSJ115538.67+533049.2,dr9-north,178.91132024206672,53.513567417046346,0.781,126.016,0.617,17.381,SGA2020 nocuts missing
PGC2367745,dr9-north,247.93061844128994,50.2613532654233,0.777,21.14,0.306,17.42,SGA2020 nocuts missing
PGC2142640,dr9-north,134.5091814587563,39.063914612693026,0.776,153.428,0.272,18.0,SGA2020 nocuts missing
PGC2040555,,229.28852471965183,33.89015009542437,0.776,106.413,0.876,17.305,SGA2020 nocuts missing
PGC2639607,dr9-north,269.2278477276055,62.59568892856539,0.765,152.015,0.913,16.47,SGA2020 nocuts missing
2MASXJ17031025+6127341,dr9-north,255.79244940762047,61.459506771985346,0.761,109.766,0.708,16.332,SGA2020 nocuts missing
PGC2019495,dr11-south,31.771852692818765,32.982067994733974,0.743,156.679,0.419,17.98,SGA2020 nocuts missing
PGC2673538,dr9-north,165.55428428105674,64.99023702059918,0.736,65.005,0.535,17.249,SGA2020 nocuts missing
SDSSJ090718.65+405012.7,dr9-north,136.82840137643814,40.838507847114464,0.73,68.564,0.897,18.698,SGA2020 nocuts missing
PGC2604453,dr9-north,185.9620961962049,60.61097953059816,0.727,92.526,0.428,17.23,SGA2020 nocuts missing
PGC2136646,dr9-north,118.35155157249436,38.79215825933684,0.723,102.938,0.548,17.221,SGA2020 nocuts missing
PGC2096169,dr9-north,254.36767925727878,37.24785223740419,0.719,2.612,0.709,17.221,SGA2020 nocuts missing
SDSSJ120559.53+425409.5,dr9-north,181.49671271260192,42.902513174657116,0.715,99.117,0.8,17.056,SGA2020 nocuts missing
SDSSJ124830.19+495611.6,dr9-north,192.125729240946,49.93655044492399,0.708,1.449,0.475,17.954,SGA2020 nocuts missing
PGC2068085,dr9-north,187.96607517515156,35.66635281600012,0.706,7.169,0.738,17.31,SGA2020 nocuts missing
PGC2051558,dr9-north,239.9527250091128,34.592561668036836,0.704,84.003,0.87,16.82,SGA2020 nocuts missing
PGC2475457,dr9-north,268.0003831724927,54.634774078939756,0.703,144.089,0.92,16.12,SGA2020 nocuts missing
PGC214191,dr9-north,209.04133244578986,37.25500776529087,0.701,139.351,0.408,17.301,SGA2020 nocuts missing
PGC2628502,dr9-north,215.05853575796192,61.995344757944366,0.698,104.069,0.705,16.02,SGA2020 nocuts missing
2MASSJ15134567+3533130,dr9-north,228.44038425102158,35.5535954971657,0.694,28.317,0.3,18.504,SGA2020 nocuts missing
PGC061286,dr9-north,270.3460627537248,63.00659243628037,0.685,18.152,0.589,16.67,SGA2020 nocuts missing
PGC2268166,dr9-north,113.60789104064689,45.636816750683586,0.68,138.167,0.631,18.5,SGA2020 nocuts missing
SDSSJ140115.22+351955.1,dr9-north,210.31407755662238,35.33069070005011,0.677,111.082,0.841,17.371,SGA2020 nocuts missing
IC3942,dr9-north,194.6509875773696,36.132085477665164,0.672,147.709,0.955,16.878,SGA2020 nocuts missing
PGC2388149,dr9-north,184.09594799278017,51.08743424315738,0.671,141.307,0.46,18.979,SGA2020 nocuts missing
PGC2774134,dr9-north,188.74634325037042,77.56985298358244,0.669,118.602,0.653,16.4,SGA2020 nocuts missing
UGC00727,dr11-south,17.513201781652413,13.97814411999976,2.127,22.927,0.796,15.909,SGA2020 nocuts missing
ESO356-009,dr11-south,40.78656727050329,-32.80192473842748,1.732,5.913,0.618,14.288,SGA2020 nocuts missing
PGC010809,dr11-south,87.66926386091126,-32.27112394492431,1.651,45.029,0.791,15.72,SGA2020 nocuts missing
IC3496,dr11-south,188.37071024041956,26.737989912962153,1.478,56.688,0.345,16.213,SGA2020 nocuts missing
PGC131872,dr11-south,5.884554623275612,-34.24951463592439,1.456,162.434,0.278,16.98,SGA2020 nocuts missing
PGC1254598,dr11-south,13.37080006657032,3.5647843913120085,1.422,81.621,0.836,16.64,SGA2020 nocuts missing
PGC003294,dr11-south,13.943304589073902,0.645041770828659,1.394,12.274,0.792,16.0,SGA2020 nocuts missing
NGC1446,dr11-south,56.52986489725033,-4.069185505192873,1.375,43.437,0.792,14.365,SGA2020 nocuts missing
PGC1580354,dr11-south,116.9989249898259,19.094515181315295,1.193,128.309,0.501,15.986,SGA2020 nocuts missing
PGC095065,dr11-south,10.241340514528027,-44.79448081614794,1.192,118.889,0.236,15.73,SGA2020 nocuts missing
2MASXJ09364106+1014164,dr11-south,144.1710931444555,10.237751618647922,1.189,22.005,0.265,16.41,SGA2020 nocuts missing
PGC1629466,dr11-south,172.53777694869956,20.51503128863964,1.161,46.719,0.664,16.718,SGA2020 nocuts missing
PGC056433,dr11-south,239.1079402778011,9.055214946858513,1.161,105.402,0.703,15.443,SGA2020 nocuts missing
IC2681,dr11-south,169.1505677453575,11.200657014648428,1.152,39.333,0.776,15.64,SGA2020 nocuts missing
PGC1395196,dr11-south,206.2154590863239,11.543546534470304,1.131,150.407,0.262,16.971,SGA2020 nocuts missing
PGC060998,dr11-south,267.8431656487409,18.74895000518067,1.094,36.213,0.632,15.102,SGA2020 nocuts missing
PGC1386539,dr11-south,226.77782634381154,10.932616105509847,1.082,96.065,0.414,16.09,SGA2020 nocuts missing
PGC1714462,dr11-south,224.57448638052378,24.715456701663513,1.075,68.972,0.343,16.703,SGA2020 nocuts missing
PGC1024330,dr11-south,63.41817564367354,-7.106082040704944,1.073,104.329,0.847,15.38,SGA2020 nocuts missing
PGC170051,dr11-south,55.24534316933497,-38.85495668901777,1.073,176.521,0.888,15.343,SGA2020 nocuts missing
PGC1353006,dr11-south,219.14567980889984,8.749489883153235,1.07,34.097,0.236,16.95,SGA2020 nocuts missing
PGC827291,dr11-south,12.4553453967595,-21.5122188913925,1.061,95.59,0.651,16.46,SGA2020 nocuts missing
PGC1084555,dr11-south,145.2573648350971,-2.717214601512326,1.056,115.807,0.661,16.9,SGA2020 nocuts missing
PGC033685,dr11-south,166.88315263751215,23.379564919858133,1.051,39.288,0.803,16.01,SGA2020 nocuts missing
IC4966,dr11-south,303.3088967423241,-53.49955004828342,1.029,21.25,0.506,16.31,SGA2020 nocuts missing
PGC3089775,dr11-south,183.47883286626322,21.756035014284556,1.027,87.525,0.871,15.782,SGA2020 nocuts missing
PGC1531026,dr11-south,218.67871833099935,17.365584583142578,1.026,111.166,0.835,16.628,SGA2020 nocuts missing
ESO296-001,dr11-south,17.162262350154343,-40.34044783021036,1.024,162.813,0.827,16.36,SGA2020 nocuts missing
PGC1340275,dr11-south,15.28097921835517,8.15316171984512,1.023,60.643,0.555,17.73,SGA2020 nocuts missing
PGC1308050,dr11-south,345.23935035698725,6.815861759522922,1.023,164.078,0.439,16.51,SGA2020 nocuts missing
PGC1704614,dr11-south,352.53201722450933,24.31928800928166,1.005,175.144,0.851,16.92,SGA2020 nocuts missing
PGC1099440,dr11-south,152.38495731319432,-2.182733260175458,0.996,70.504,0.714,15.725,SGA2020 nocuts missing
SDSSJ101527.51+191956.5,dr11-south,153.86463605605618,19.332342518126158,0.991,95.808,0.192,18.003,SGA2020 nocuts missing
PGC362343,dr11-south,359.6189420114439,-60.56385057337235,1.5,148.525,0.699,16.68,SGA2020 nocuts missing
PGC1263945,dr11-south,189.1657967016486,4.132909961644259,0.981,48.758,0.292,16.85,SGA2020 nocuts missing
2MASXJ10015967-0809333,dr11-south,150.50014533672777,-8.161069398762384,0.97,118.91,0.701,17.74,SGA2020 nocuts missing
PGC002410,dr11-south,10.01604062241631,5.2209175667647045,0.967,1.976,0.381,16.431,SGA2020 nocuts missing
SDSSJ101726.52+292210.6,,154.35994532010204,29.369803483927097,0.967,176.469,0.791,16.718,SGA2020 nocuts missing
SDSSJ122256.82+031137.9,dr11-south,185.7369413955318,3.193756192349988,0.928,57.094,0.455,16.897,SGA2020 nocuts missing
PGC006066,dr11-south,24.597846104821436,2.938334636588964,0.928,99.778,0.474,17.4,SGA2020 nocuts missing
PGC1034070,dr11-south,152.0405234012398,-6.331864982736947,0.921,153.466,0.421,17.06,SGA2020 nocuts missing
PGC1301480,dr11-south,245.86899108426226,6.479687625043536,0.919,71.929,0.43,15.89,SGA2020 nocuts missing
PGC1753562,dr11-south,120.72054542211994,25.882125869164735,0.918,97.424,0.542,16.208,SGA2020 nocuts missing
PGC172810,dr11-south,11.13057966449818,-59.81538082351562,0.898,73.774,0.784,16.4,SGA2020 nocuts missing
PGC1397510,dr11-south,237.43624264173505,11.701868374269344,0.895,87.402,0.534,17.927,SGA2020 nocuts missing
PGC1168191,dr11-south,22.787200326005166,0.5231861193818149,0.888,38.968,0.626,16.409,SGA2020 nocuts missing
PGC1695484,dr11-south,355.6436571272718,23.884042162669097,0.887,106.996,0.784,16.98,SGA2020 nocuts missing
PGC1227738,dr11-south,191.0622870281264,2.4619159289484727,0.887,77.402,0.458,17.53,SGA2020 nocuts missing
